"","X4.1BB.CD137","ARG1","B7.H3","Bcl.2","Beta.2.microglobulin","CD11c","CD127","CD14","CD163","CD20","CD25","CD27","CD3","CD34","CD4","CD40","CD44","CD45","CD45RO","CD56","CD66b","CD68","CD8","CD80","CTLA4","EpCAM","ER.alpha","FAPalpha","Fibronectin","FOXP3","GAPDH","GITR","GZMB","Her2.ErbB2","Histone.H3","HLA.DR","ICOS","IDO1","Ki.67","LAG3","MART1","Ms.IgG1","Ms.IgG2a","NY.ESO.1","OX40L","PanCk","PD.1","PD.L1","PD.L2","PR","PTEN","Rb.IgG","S100B","S6","SMA","STING","Tim.3","VISTA"
"L09_ROI22_TME/Tumor",20.1634989,459.7617915,4881.041942,201.2913522,1849.373626,560.5011867,193.7851434,290.5518886,389.6685543,23.03581691,91.61392808,5.414883505,88.50557668,101.8136942,113.8479257,424.492156,3388.325172,2316.473279,613.5982848,150.0026863,1265.52249,1083.643148,75.1210954,27.42326098,70.587866,10967.89861,19.20721659,28.06714617,413.2614794,8.153564971,2627.299741,7.743977629,108.4538687,68.7551362,50938.51029,480.0606625,31.40458879,167.1862638,262.5524284,19.93961429,29.52326388,25.54367161,26.76028486,30.62186044,171.1189965,1106.491527,10.29348528,29.48681755,26.26565608,40.32352672,34.92426307,83.16358584,104.852624,3095.251544,1001.923531,1983.57596,51.08387215,458.1338553
"L09_ROI23_TME/Tumor",18.12930458,217.6851742,5428.852334,254.0805591,1407.618217,254.7644381,182.9343552,242.4187952,191.2223164,27.0555528,76.2687827,4.91741511,76.93637879,86.10361292,102.5557859,326.2102461,1324.484592,1673.917412,567.4338814,158.7445808,575.3245416,417.0651892,95.88633808,13.30307333,95.45321476,12163.44772,30.68988079,26.54752846,391.0680205,7.03743977,3526.691959,7.692009596,132.3240584,75.28855624,61051.38898,421.1554365,26.55729816,352.3962957,494.0113377,18.70571682,33.78036221,28.99646632,26.49216683,40.68753933,235.1305998,1468.148014,16.64105378,17.02532861,25.75618285,41.89898199,31.35096375,74.00221255,123.563895,4959.740702,1184.983062,1271.288582,33.77059251,318.1079091
"L09_ROI24_TME/Tumor",22.14085753,375.9171775,7138.941724,249.5564091,2315.441261,495.0455163,189.4302603,381.4091627,198.4106523,25.89991653,70.24929465,6.431749954,92.41646559,121.1319173,111.6102209,475.9870872,3139.449548,2461.61227,876.4885105,168.4359158,1220.641639,738.4333096,98.75048001,25.45634757,89.68362969,15251.03992,28.00874863,33.384203,999.8382726,8.123326505,3271.336133,10.35996661,126.4058771,87.36053123,56772.98542,503.3455186,30.0198452,349.9796703,475.848002,16.19402618,41.72179587,30.05367673,28.29443711,41.58646975,408.3992063,1115.902978,17.15258623,23.25353899,27.89597686,53.58538609,44.22908823,66.85110531,121.8611748,4697.993002,1239.940648,1774.629201,35.04194802,466.5518491
"L09_ROI25_TME/Tumor",19.54115794,511.2386701,3794.753616,103.7099152,2156.298412,841.7935273,191.5618754,551.3401736,190.3257319,26.0700137,69.18367096,5.07575649,108.0540765,119.3307323,96.74210232,516.329563,7218.366505,3580.638429,1249.604829,136.6871959,1920.684419,1350.070499,88.51291859,44.47089235,180.5627212,8633.125149,21.55935137,22.40699262,796.2429015,7.583361833,3374.454742,7.946636652,323.7737273,51.64052453,48582.3106,444.6786506,34.71797257,401.9888139,355.8831849,15.58045332,24.59673249,31.63013661,20.21725274,31.27695276,193.7465698,595.488155,13.81453406,23.73900028,26.11037757,35.02574707,33.72905779,88.89637534,119.4165056,3574.366893,957.4107838,2193.650127,49.67783141,569.9731445
"L09_ROI26_TME/Tumor",16.25303183,325.3142102,3630.904384,130.6460312,1476.069852,409.2853133,124.3900555,175.9002519,135.557719,24.2840234,45.10138175,5.59251576,81.06368962,96.50736978,79.72287528,359.0707743,2124.461266,3069.787478,1355.219408,169.9742694,1676.049184,477.8752612,78.69815966,19.04234248,219.4176665,8260.076305,19.79264273,26.93438957,521.059209,6.200397907,1655.193616,6.381025746,183.6464073,55.62990055,59225.38799,424.3607906,31.87039261,366.0145252,280.476823,21.44955579,22.33880053,25.87841143,24.46117763,28.1605747,170.9468808,414.8257249,14.26265199,25.42336823,21.0292487,30.54694633,25.54494466,89.8032981,82.53650122,2310.466256,695.8374842,1128.378632,26.92396873,416.3541143
"L09_ROI27_TME/Tumor",18.60774164,339.3306502,2907.50544,66.59612798,1332.579675,564.0072835,116.6759107,224.989395,129.0094631,24.00683001,44.4721866,4.132245512,88.59370099,82.55013397,73.42317886,294.7447321,3346.644984,2969.283774,1378.353456,164.9549443,1645.493019,791.1228262,74.91748477,39.73021373,166.5377081,7284.090503,25.61802665,24.07949181,553.8756999,6.233119568,1858.39528,7.879067513,117.4467578,50.59473385,60667.57512,454.1679012,32.74204319,118.7136006,207.6927251,16.56057414,27.1976312,33.00741675,19.94408709,23.20123168,189.9063779,296.2074459,13.26235983,27.80104014,20.97714847,31.288807,27.88002037,86.35382174,105.9061669,1931.559403,610.4950455,1190.468972,25.47902145,393.9186244
"L09_ROI28_TME/Tumor",15.85859691,525.1295166,2463.943501,91.4303952,1359.247042,581.679933,175.3871474,288.5147835,101.8836675,26.24932829,46.61980771,8.54130628,93.09666468,110.7287441,88.2497414,315.8451767,4060.251997,3346.601735,1125.924643,154.9407254,1290.255445,891.5569167,90.57715802,42.25534315,113.6815702,5633.750917,30.83715337,25.16826338,562.1537564,6.29429945,2764.256187,4.105366355,113.9138651,52.7175499,56505.10997,539.4513932,26.18678735,257.2755812,337.4352046,16.03728533,18.99904582,28.81797427,26.0349022,28.12108945,163.93322,229.7173603,14.26827001,26.85686891,26.16891851,18.19494795,32.85186526,75.76835555,74.05294676,2668.260303,1020.896059,2464.497435,36.49710895,694.5931431
"L09_ROI29_TME/Tumor",24.75303144,127.0535551,1703.416778,62.42619812,4922.718273,2518.912769,398.2896829,1556.152583,2065.067172,54.7421528,157.8364276,12.75338079,332.4616939,6852.50756,623.1947527,456.5270091,10364.18298,2929.302155,763.8154503,127.5538184,206.6554622,15658.2901,194.6291308,43.01597945,84.11761775,1641.837692,55.54924436,37.57978419,2092.128085,11.90626815,1845.664999,9.631737375,171.3368684,69.07636583,9897.964199,8554.216772,73.66544845,155.0349528,104.935244,17.72266358,26.98087097,37.57311401,21.86484426,29.90240904,252.1594181,949.0863211,25.56679318,67.99579695,38.42689683,33.33755083,57.07671518,69.19642904,277.6595095,4265.739067,3019.089425,3654.210456,565.9246024,210.0305723
"L09_ROI30_TME/Tumor",26.68938326,580.7100144,6081.700023,211.6406223,2787.622466,1026.282438,277.503429,506.4918442,229.741868,25.44587974,106.2981105,6.162386861,131.1865577,152.4731326,131.6888596,933.093182,7926.979601,4098.8326,1460.724586,180.8838187,2093.343215,1956.178039,115.021012,42.79979821,270.7162276,12820.80911,55.03881307,33.69710748,1240.606087,11.51006453,4428.471292,18.49328622,306.1162611,75.97622688,61252.07331,490.2711678,57.76471978,480.9295774,666.9344254,21.9910227,38.12594018,33.94825844,23.05688285,40.31279119,359.354138,748.6626217,15.09355987,38.95902628,44.25769888,39.68797662,46.68344957,72.62550559,137.6491006,4983.870191,1649.718743,2694.86813,53.89944532,744.7912216
"L09_ROI31_TME/Tumor",26.00717732,62.18757272,4161.309531,260.7768477,2145.924521,323.2665952,493.6730344,538.1531641,309.2255398,26.53094696,107.5540819,36.4825702,203.1420419,1780.977949,203.6658115,661.88367,3285.244367,1244.960154,217.9284618,101.9739207,64.80642094,628.2616879,175.8052955,19.48020176,480.6190832,2604.746729,141.276789,100.1407269,13642.18473,9.468143563,2798.158743,5.277986412,666.1141171,109.1656808,14238.29502,777.7979212,35.93865557,478.6448746,1475.499377,14.46410017,25.08050795,21.95803507,26.9137017,67.24396428,288.1538841,156.8891533,25.7452925,17.54628307,33.44067727,39.16185338,71.37368648,96.1923096,77.92080703,5084.453528,24436.31158,2703.557887,118.1704897,342.6259271
"L09_ROI32_TME/Tumor",12.6068605,85.57139699,3911.398188,68.33966863,1270.533112,215.8565709,114.6110305,83.57526874,114.4169625,25.27925047,30.58461659,3.296636053,96.57782638,43.47123749,64.14074228,162.2988369,1761.663834,593.6591277,303.4064536,166.565813,206.9496047,446.2657233,67.98681768,11.37944326,63.85342079,12466.96266,20.43763131,10.6913839,230.7771255,5.92033493,1211.337324,3.306717509,59.08993292,56.44859149,66928.66556,420.5958164,15.41706631,276.962795,191.4266831,15.56324742,25.35990211,34.34751998,22.03302169,25.48087958,273.8224215,398.3788081,12.87905981,18.44654378,12.55141249,38.2616452,17.35522619,75.11692731,91.91767343,2289.075195,544.5599175,537.3189119,20.32673529,62.8528363
"L10_ROI01_Tumor",34.12890695,89.15306307,2784.640204,146.9632524,2121.564298,210.3455082,1227.247634,181.0921594,41.79049831,78.00893018,215.2210663,20.89524916,176.2166012,296.712538,283.4788802,928.4455708,3861.442044,718.1000627,206.8629666,224.2756743,41.09399001,514.7196375,278.6033221,11.84064119,364.9703519,4581.631632,138.6051527,79.40194679,384.4725845,35.52192356,12115.06546,25.07429899,268.1556975,702.7768799,65234.27136,630.3400162,65.47178069,57.11368103,3557.764423,22.98477407,78.70543849,107.9587873,63.38225577,78.00893018,57.81018933,2333.302822,41.09399001,27.1638239,27.1638239,55.72066442,67.5613056,87.76004645,232.6337739,24477.39137,8183.972586,2293.601849,87.76004645,169.2515182
"L10_ROI01_TME",43.22822788,104.9828391,1604.076027,525.9434392,3348.643796,499.6977294,872.2838841,390.5979162,233.6382793,279.9542377,216.1411394,107.0413262,1097.173593,1289.12751,1432.706981,682.3884544,6533.12325,5686.055832,483.2298331,217.6850047,66.90082887,575.3471282,723.5581953,42.19898436,1174.366857,852.2136354,77.19326408,90.05880809,611.8852732,31.90654915,11716.90824,33.96503619,277.3811289,112.7021656,54866.399,1917.995301,203.7902172,208.421813,725.1020606,23.67260098,53.00604133,85.42721224,65.35696358,89.02956457,74.62015527,225.4043311,56.60839366,46.31595845,29.84806211,52.49141957,75.13477703,107.5559479,662.3182058,18535.13195,34206.90842,3271.965153,261.4278543,1428.590007
"L10_ROI02_Tumor",93.04166203,158.7181293,2974.596665,246.2867524,3428.858898,571.9325695,4356.538998,405.0048818,232.6041551,87.56862308,311.9632197,16.41911683,306.4901808,1992.186175,514.4656606,610.2438421,1250.589398,1967.5575,314.6997392,273.6519471,213.4485188,1015.248724,536.3578164,32.83823366,580.1421279,6726.364861,123.1433762,93.04166203,1015.248724,43.78431154,19560.64118,35.57475313,344.8014534,788.1176077,67572.87531,1105.553866,103.9877399,123.1433762,432.3700765,27.36519471,120.4068567,90.30514255,65.67646731,117.6703373,101.2512204,5806.894318,65.67646731,57.4669089,65.67646731,103.9877399,87.56862308,101.2512204,366.6936092,20069.6338,7596.578052,3286.559885,191.556363,391.3222844
"L10_ROI02_TME",46.80919695,339.3666779,1755.344886,316.8622563,2938.627374,1073.910999,776.852634,505.4493094,568.9117783,130.5256453,197.5888217,26.10512907,1082.462679,1496.544037,1371.419453,461.7907315,2656.872015,5170.165821,650.3777846,289.8569504,626.9731861,1690.98224,926.2819935,58.96158462,1118.919843,821.4113888,67.0631764,103.070251,1212.538236,35.55698615,11620.83323,36.00707458,303.8096917,121.5238767,94148.59808,2481.337527,150.3295364,320.9130522,798.4568788,31.05610182,49.50972754,77.86529877,63.46246894,89.11750958,90.91786331,289.4068619,55.36087716,62.56229208,26.10512907,58.51149619,92.26812861,121.5238767,577.0133701,12511.10815,14765.60111,3374.312976,333.5155283,619.7717712
"L10_ROI03_Tumor",49.89913653,73.09169295,2726.882391,157.4282617,3685.508056,408.3295539,1586.933103,289.5555528,113.8543679,94.87863989,333.1294467,10.5420711,216.4638599,476.5016136,406.2211397,550.9989161,2870.957362,1060.532352,219.9778836,240.359221,54.11596497,867.9638538,336.6434704,28.1121896,590.3559815,5926.049567,70.28047399,54.11596497,685.2346214,27.40938486,20428.42537,23.89536116,250.1984874,501.8025843,80162.61144,942.4611562,62.54962185,66.76645029,942.4611562,23.89536116,62.54962185,104.7179062,63.25242659,85.03937353,87.14778775,10682.63205,37.24865121,33.73462751,25.30097064,56.22437919,57.62998867,90.66181145,288.1499434,19885.15731,6810.880734,2680.497278,150.4002143,161.6450902
"L10_ROI03_TME",65.04484619,129.1986671,2579.518215,525.7049213,4534.427702,1750.864695,988.1470469,555.9997811,507.8844155,366.2113943,267.3075871,78.41022554,1572.659637,2264.095263,1817.691592,968.5444905,7666.381598,7874.881516,722.6215104,351.0639644,163.0576281,1332.973834,1457.717375,65.04484619,633.5189814,2600.011797,57.02561858,89.99355432,1013.095755,33.85896103,15913.71168,29.40383458,280.6729664,227.211449,77929.96291,4494.331564,220.974272,188.0063362,581.8395146,20.49358168,49.89741626,97.12175664,58.80766916,90.88457961,78.41022554,1675.127546,72.17304851,56.13459329,26.73075871,50.78844155,61.48074503,105.1409843,1060.320095,17924.75576,23231.70239,3151.556452,350.1729391,553.3267053
"L10_ROI04_Tumor",40.59159129,60.5433904,3345.02232,139.6625938,4086.678852,388.7160861,1550.048393,295.1490282,149.2944968,90.8150856,289.6450836,13.75986145,202.2699634,429.3076774,341.2445641,665.2893013,3397.997786,1084.277083,248.3654993,256.6214161,26.83172984,824.9036942,401.7879545,20.63979218,447.1954973,7638.099094,47.47152202,66.73532806,639.8335576,35.77563978,18118.98556,18.57581296,227.7257071,427.2436982,65126.80025,1049.189436,86.68712716,67.42332113,685.9290935,26.83172984,42.65557051,113.518857,60.5433904,68.79930727,68.1113142,10616.42111,43.34356358,23.39176447,15.82384067,61.91937655,44.03155666,87.37512024,198.1420049,14011.66692,8617.113236,2240.105445,180.9421781,144.4785453
"L10_ROI04_TME",56.73863094,80.88272922,3710.947905,525.1341375,5772.853897,1114.250135,989.9080292,740.0166121,701.3860549,383.8911626,286.1075646,126.7565159,1010.430513,1862.717182,1350.862298,1224.105783,12442.66105,7685.066481,654.3050632,521.5125227,65.18906534,1400.3577,1554.879929,62.77465551,822.1065462,4310.928747,71.22508991,108.6484422,1265.15075,31.38732776,15020.04354,43.45937689,254.7202368,224.540114,64176.22042,4483.55905,185.9095567,288.5219744,365.7830889,33.80173758,44.66658181,97.78359801,59.15304077,91.74757344,107.4412373,1834.951469,63.98186043,54.32422112,27.76571302,77.26111448,66.39627025,103.8196226,523.9269326,18821.53181,38253.90931,2107.779779,586.7015881,439.4225886
"L10_ROI05_Tumor",47.87505876,190.0921451,4488.990804,134.4725915,3944.764033,423.835079,1475.678282,218.2539444,61.25191342,73.92472309,275.2815879,21.82539444,319.6364217,292.8827124,490.0153073,1948.092465,5509.151983,1975.550219,270.353273,285.1382176,269.649228,656.169923,668.8427327,29.56988924,366.1033905,10649.38439,182.3476503,75.33281305,887.0966771,33.79415913,9087.10858,22.52943942,258.3845083,656.873968,93575.32258,853.3025179,95.75011753,196.4285499,2149.449329,32.38606916,82.37326287,79.55708294,66.18022829,82.37326287,104.9027023,5048.00252,48.57910374,95.04607254,25.34561934,71.10854316,57.02764353,114.0552871,385.81665,19004.99024,5433.81917,1857.270662,113.3512421,157.7060759
"L10_ROI05_TME",62.76041419,309.9279713,1533.368638,329.2984695,4314.972181,698.1127554,682.6163568,587.3135057,254.1409365,210.7510205,203.7776411,58.11149462,1348.961495,998.7428876,1441.165067,884.0695382,4713.229624,7895.415069,705.8609547,287.4581934,630.7034216,955.3529716,1688.332624,48.03883555,991.7695082,1610.075811,63.53523412,120.0970889,1455.886645,33.31725692,9558.178636,28.66833735,243.2934575,146.4409664,94843.38296,3893.47014,147.9906063,674.8681576,1056.854382,36.41653663,53.46257505,78.25681276,64.31005405,82.90573233,85.23019211,388.1847841,73.60789319,104.6006903,24.01941778,61.98559426,52.68775512,119.322269,843.7789019,12630.33965,28450.61295,6303.934937,288.2330133,767.071729
"L10_ROI06_Tumor",37.02973289,140.2501133,3928.391788,127.2897068,3646.040075,337.8963126,1502.944284,191.165996,63.87628924,94.42581887,309.1982696,15.27476482,262.4482319,254.116542,374.4631739,1635.325579,3733.059947,1226.14703,234.2130605,256.8937719,181.4456912,694.7703634,471.203351,24.53219804,315.2156012,10390.54305,140.712985,63.87628924,1014.614681,21.29209641,10549.7709,17.58912312,246.2477237,709.1193848,86729.18889,872.9759529,92.11146056,61.56193093,1714.939504,24.53219804,81.46541236,92.11146056,74.52233744,80.07679738,105.5347387,5997.890985,54.61885601,64.80203256,22.6807114,63.41341757,58.78470096,87.48274395,238.3789055,19864.60021,4918.937143,1471.469011,112.014942,109.7005837
"L10_ROI06_TME",50.40467433,401.2477364,1873.594802,204.9347943,3611.229628,746.1218239,663.8826184,534.5548356,350.1798427,204.2715749,218.8624017,35.15062815,1022.021094,1126.809759,1298.583583,767.3448447,3660.307863,6396.087884,590.2652652,305.744143,732.8574359,986.8704658,1225.629449,37.80350575,1278.687001,2451.258899,65.65872051,104.788665,1844.413149,25.20233716,9457.50863,26.52877596,253.3498104,169.7841662,106078.6268,5214.894135,102.1357875,327.6303831,992.8394404,34.48740875,47.08857733,76.27023089,66.3219399,64.99550111,82.23920548,687.0952974,57.03686832,74.94379209,26.52877596,56.37364892,47.75179673,118.7162724,934.4761333,11397.42537,33073.42499,3587.353729,344.2108681,512.6685955
"L10_ROI07_Tumor",27.65092348,107.3734704,3296.432662,119.4605894,3171.822592,216.0946152,1047.982061,123.2309315,32.93149999,99.61778748,284.1757719,10.66603041,216.7710743,204.1805438,203.3677441,1070.142653,2042.329825,865.9673531,236.9127768,226.6400366,98.96754767,552.9974942,318.4392147,11.27956313,388.9587708,6731.7964,190.2475828,59.08792069,660.7065722,24.15326257,14561.76393,17.18416011,249.5295266,547.1767991,196348.2008,595.8399074,59.82730628,48.15969681,1392.719281,23.21985382,72.82685858,124.0017803,60.05803653,81.88302108,66.92226161,5696.661819,42.2603437,29.8952996,22.4857121,53.88075835,53.12039728,80.63498016,151.7103864,22607.69499,6101.021834,1607.214516,86.28262753,102.0194797
"L10_ROI07_TME",38.39080125,332.1911954,2038.960348,250.0883219,3897.591269,379.089179,704.4746286,243.7507565,116.2229551,92.97379648,247.8159336,68.60557225,483.6418787,979.7990215,405.7983057,619.9509193,4317.78898,3753.163293,274.5707365,225.7771928,545.121972,644.9700286,610.6215663,49.13611474,2221.436554,2108.639309,143.5144527,85.39155614,1280.051171,23.50037744,13974.84544,26.41223179,251.7783393,190.937712,144163.0426,1181.310761,90.47302745,34.95367121,353.225061,26.37797468,55.83908926,94.43543317,63.93518625,108.8348384,81.611855,836.6499779,45.41350879,56.60416472,16.6946316,50.28943745,62.88463488,99.4598093,144.9418323,17245.57728,40902.89796,1409.406019,283.8087371,638.1871208
"L10_ROI08_Tumor",27.51553526,89.60733458,2376.453226,156.0634137,2489.792251,175.2544893,910.9001416,104.559034,23.07043544,93.46465261,229.3891926,8.831421463,183.578949,213.9084896,207.6045298,814.6949564,2711.018624,638.0224435,184.254898,216.0832822,55.06045961,460.2772288,255.2956752,15.803983,337.842281,3670.954462,244.664172,61.71708843,607.4651374,30.24137333,12135.84255,12.74751767,279.5490215,696.8447065,155434.6268,544.3594145,57.4336286,28.29434614,1676.243469,18.3902229,61.07787573,124.3672805,71.06281896,87.16069286,67.50673911,4590.75215,51.51907429,30.35158242,14.31983397,52.12889791,63.43635018,67.94757545,212.5639387,21943.87081,6279.081882,1374.777534,91.62048723,106.5501448
"L10_ROI08_TME",25.85825627,123.4722541,1858.366301,344.8969071,3853.755613,377.1406446,752.4862922,246.83416,156.1206016,83.5997793,269.8233637,89.7572076,690.4044075,1252.863781,596.2259163,560.7526555,7031.378516,4789.721498,344.7939155,219.2765418,100.7258164,596.0640723,874.362176,36.65030803,1134.187995,1029.379296,107.7071778,99.47520377,1053.766243,38.20989561,13081.64403,17.72927386,289.7081053,148.5507166,117630.8115,1439.425767,123.5605327,116.2334137,629.9851021,20.53211757,45.32367478,126.4295853,49.61989716,106.6625484,63.84009897,461.3068779,40.80675605,44.36732391,20.07601177,44.99263025,71.52033213,95.72336573,410.51729,21512.47284,31462.22225,2514.158164,293.0553333,1120.872648
"L10_ROI09_Tumor",28.87529086,128.1395533,2774.690472,154.8289957,2683.92544,253.0177741,888.041636,177.2223157,33.99110644,108.466917,216.1780886,16.65546775,253.3084455,213.9747998,269.6325479,884.8500647,2178.913055,1081.76827,240.2573023,236.2402244,104.339384,500.3500169,363.7286739,25.6720927,765.6457484,5757.606265,136.3364851,72.65039458,575.5990132,45.5714526,13557.0101,19.05059959,305.2514138,602.893052,169680.4292,646.3832978,70.62150863,37.88610238,2619.797529,25.18376485,115.9836779,116.4313117,60.66310854,98.43875582,60.83751135,3537.975969,48.6758225,28.33464217,15.29512588,56.18095649,67.1857734,85.02136679,364.2925763,20649.98375,4897.364436,1291.662045,81.05079629,151.1374697
"L10_ROI09_TME",31.93223029,327.2926202,1517.805257,291.640229,3052.865945,493.4869857,563.4158181,228.2038417,107.0489035,102.0037538,200.5013834,76.30916316,539.3417907,986.7089736,559.8485406,433.5363382,4170.198431,3997.093739,329.3208723,247.0900284,363.0265491,544.8353981,532.8799222,31.15762145,1788.734892,1186.90459,87.16387917,102.3197127,1152.872762,34.95932011,10886.92343,21.61770202,212.1918616,140.6220815,162161.7009,841.5717379,95.82726753,79.50952074,751.1361556,34.33759459,57.81028095,86.91926585,70.04094687,84.73813043,59.82834082,326.9664691,35.20393342,42.10406745,14.90102799,48.62708928,79.68278851,98.6403207,271.5615525,14375.54762,21493.6525,2352.955895,217.1248969,884.165032
"L10_ROI10_Tumor",36.72974279,157.1966445,2843.791555,166.8273421,2811.313368,302.7292389,1277.684862,166.5130966,34.03092928,125.4208882,283.8745143,34.17880947,187.7523893,234.0758595,201.8934327,898.2797437,2651.029724,863.0103178,267.3858729,260.8052043,171.0234425,540.6869535,296.1485703,39.76128673,571.1317881,5617.321533,201.1910018,94.68029318,549.4488549,28.98451771,14575.99601,17.81956318,308.995662,633.3708641,216421.3122,760.2150991,83.95897924,40.14947224,1689.309378,19.57564047,148.2498929,105.0873617,61.16694458,110.5774139,103.79341,5519.942427,59.96541802,42.75586063,28.81815249,54.27203061,71.62946819,93.42331155,1063.221613,25329.15966,4211.165754,1627.883643,94.43998787,132.4082273
"L10_ROI10_TME",44.94133667,693.9765679,1044.980261,174.9505316,2608.830352,695.1435173,293.1340263,325.1010903,152.2179888,87.28230568,134.1073009,23.78004075,196.9204225,455.6524114,288.7235087,327.3706692,2931.781315,4622.029489,510.9308987,238.2782136,1746.923326,936.0312872,216.8320717,40.57676196,2465.258815,1523.521421,35.71600402,157.1890097,620.8079186,24.31297829,6923.777553,16.82428695,216.7309974,171.2751003,180193.0015,928.1658641,108.7100704,25.40641912,318.136148,30.07421692,77.28513244,72.4243745,80.68490643,97.82160503,31.66384097,509.4699148,33.65776247,40.99024799,21.49208474,82.0540046,63.71360223,102.7650602,500.1435078,5744.487842,7735.018757,1564.383029,84.35114918,478.587103
"L10_ROI11_Tumor",36.22911478,215.7101931,2639.542266,157.6740799,2859.224072,291.6027616,1150.482456,191.8699818,52.47374839,105.4320967,296.8174786,9.734138428,181.9040782,224.4224577,260.145903,764.7198143,1557.39894,1173.385072,228.5731618,260.6305029,183.2314607,803.9934811,289.6538269,21.46988541,603.8642303,5066.871886,103.7359969,94.96052358,614.5148948,36.13430174,18177.21827,18.27784651,287.378314,357.1185699,176954.2898,665.5137737,63.42992151,30.17161521,1104.540272,31.43578903,136.0040337,104.8210794,61.67061294,105.7481402,68.56036027,5070.653873,45.20474891,38.29393202,18.47800736,54.12770914,73.7645425,92.89570634,768.5755445,20268.72011,5351.310996,1366.245323,92.14773682,116.4514785
"L10_ROI11_TME",49.0946276,965.6820618,1504.682107,135.9290694,2802.895857,653.3549695,300.9374175,394.9931222,168.2404859,103.9015232,157.3836905,12.88870929,382.408204,522.804496,385.5008966,397.1196597,2557.333076,6732.816711,483.6752113,239.9849782,1449.038541,871.7757625,405.396721,49.62252682,1544.956834,2144.904339,32.90903826,145.3914139,617.3781396,15.61784867,10194.43617,18.24240423,234.4270958,111.0331429,195997.6959,1181.378696,107.850807,64.9166637,646.4773391,38.83047387,72.08314464,80.43988892,74.1499199,87.3573608,37.49578527,644.30598,42.73991622,49.37351776,18.44161148,77.97967934,77.53146302,100.6793459,650.3569004,6406.012231,9315.663256,2767.760678,100.9183946,722.6890541
"L10_ROI12_Tumor",36.31363053,214.0676334,3622.82082,127.4023514,3104.535138,358.9931394,1129.219866,270.451247,89.72391329,88.88309433,315.5020833,12.39294035,183.1766759,197.5802703,263.2981929,767.8992422,2335.06393,1555.588194,266.6858403,188.8796219,262.676718,734.7051719,290.1922139,38.62892912,540.0373035,6144.753718,91.57615217,83.63102227,943.2282744,26.27254612,14220.75892,19.97249679,242.4483198,288.3765324,168852.4841,728.4782372,70.79939376,26.46751863,1542.159463,31.67084757,90.57691804,107.0764669,62.02563068,95.13440053,68.42316626,5871.755642,57.39503349,39.26258979,26.12631673,58.1383662,63.79256907,90.41850287,646.5654102,18920.51041,6036.897361,1114.231354,116.0817599,173.4889792
"L10_ROI12_TME",44.776162,950.6709976,2047.155412,233.0804739,3286.967073,1104.152196,422.473008,483.0535061,269.1927122,136.304028,206.1009319,27.85849077,425.1098544,591.4488177,423.3603277,528.5160853,4809.641193,7696.803766,557.4544274,257.8333456,1636.39335,1525.369563,474.8081295,58.76400397,1703.360876,2189.461404,52.05888044,114.8995325,957.0496544,22.14950919,11960.83541,24.20876061,230.0753061,110.9065938,191412.0906,1920.955109,95.50406286,97.53820146,764.0994704,25.78249747,78.59476257,89.7783394,68.17294136,111.1912058,60.89022292,668.5786657,52.56113688,77.45631463,25.28861196,60.41307929,76.25927011,98.11579637,522.6480558,9409.690772,17414.7628,3202.814006,173.2533604,746.1605444
"L10_ROI13_Tumor",44.41055019,139.0942722,4255.703233,192.0008573,4055.456574,445.2970917,1421.44742,195.5041312,48.24746921,90.11993322,248.1604825,18.44580942,313.245115,309.4558595,378.2105885,1248.178353,3413.094369,1671.073557,253.8801133,288.5196275,185.1373003,479.3765587,416.4844514,23.27174793,352.4126702,9824.812442,260.779418,103.1082616,1396.102305,34.1390465,8544.210932,23.04534587,276.019851,719.3150719,92378.22221,750.248742,92.70568299,33.62666291,1238.752878,26.52478796,101.7855969,111.8306986,51.73882719,100.5105959,130.3003398,8812.068393,46.8175615,74.52202332,49.10541383,80.956608,61.4264519,103.7874677,372.7769392,20897.35043,5942.17213,1003.735631,124.1755684,113.6657468
"L10_ROI13_TME",51.47694591,407.6299626,1478.845178,179.8954061,3170.111933,574.7973643,670.4157485,337.1594445,111.1453513,107.61027,228.3936395,55.95357423,547.9375944,633.8751629,550.4284143,416.6431359,4916.416394,6188.737503,453.406269,356.98329,858.4426974,770.9986536,456.1881126,32.50049279,1216.127868,1688.895768,82.77054655,107.2250917,2410.882618,14.71381277,7465.287014,19.5585004,237.0301939,168.3742938,107342.8108,1098.682711,104.9140216,52.46985009,500.115563,34.29799173,63.78553391,76.67616918,57.29741868,85.54383063,82.58223714,780.1402197,59.07779858,70.85569642,39.59633385,53.73665887,55.39720551,136.6869553,261.6559294,19319.63847,30807.69388,3273.339729,270.6862217,738.3697681
"L10_ROI14_Tumor",58.90468553,92.10306123,5461.902945,147.4187332,4045.767908,370.3263855,1255.220117,257.040667,52.7211142,99.34838242,222.4515485,19.93397964,283.3077602,267.755368,336.2457106,1280.283396,4613.609675,1326.753644,268.8769347,347.2744503,81.74726161,493.4818914,392.324048,19.47039872,194.2404063,12074.7203,335.6400646,99.2063173,911.1309165,25.70630983,13253.27759,17.74318593,295.6076089,690.8701617,100373.9954,718.0868481,99.87178023,31.28423512,761.341939,28.29339046,104.6421775,94.41348873,60.87864301,86.38307083,100.3129298,10390.0448,50.81445073,62.58342446,61.62635417,66.87528655,54.81470546,104.477681,179.1142094,19738.8046,4508.83291,972.9367214,159.8980325,104.2458905
